attributeName	code	definition
SAMPLE_COLLECTION_MONTH	JULY	Sample collected in the month of July
SAMPLE_COLLECTION_MONTH	OCTOBER	Sample collected in the month of October
ARM	1	Arm 1
ARM	2	Arm 2
ARM	3	Arm 3
NOMINAL_N_TREATMENT	C	"Control, no water, no N added"
NOMINAL_N_TREATMENT	0	0 kg N/ha/yr added as NH4NO3
NOMINAL_N_TREATMENT	5	5 kg N/ha/yr added as NH4NO3
NOMINAL_N_TREATMENT	10	10 kg N/ha/yr added as NH4NO3
NOMINAL_N_TREATMENT	15	15 kg N/ha/yr added as NH4NO3
NOMINAL_N_TREATMENT	20	20 kg N/ha/yr added as NH4NO3
NOMINAL_N_TREATMENT	25	25 kg N/ha/yr added as NH4NO3
