attributeName	formatString	unit	numberType	definition	attributeDefinition	columnClasses	minimum	maximum	missingValueCode	missingValueCodeExplanation
buffer100m_nhdid			character	the "Permanent_identifier" from the NHD, but is called the NHDID in LAGOS-NE	the "Permanent_identifier" from the NHD, but is called the NHDID in LAGOS-NE	character	NA	NA		
buffer100m_canopy2001_min		dimensionless	whole		minimum tree canopy cover within the zone in 2001 (percent)	numeric	0	85		
buffer100m_canopy2001_max		dimensionless	whole		maximum tree canopy cover within the zone in 2001 (percent)	numeric	0	100		
buffer100m_canopy2001_mean		dimensionless	real		mean tree canopy cover within the zone in 2001 (percent)	numeric	0	97.97		
buffer100m_canopy2001_std		dimensionless	real		standard deviation of tree canopy cover within the zone in 2001 (percent)	numeric	0	48.94		
buffer100m_nlcd1992_ha_0		hectare	real		area of zone with no land use/land cover data in 1992	numeric	0	12282.3		
buffer100m_nlcd1992_pct_0		dimensionless	real		dimensionless of zone with no land use/land cover data in 1992 (percent)	numeric	0	95.85		
buffer100m_nlcd1992_ha_11		hectare	real		area of zone classified as open water in 1992	numeric	0	2259.27		
buffer100m_nlcd1992_pct_11		dimensionless	real		dimensionless of zone classified as open water in 1992 (percent)	numeric	0	99.22		
buffer100m_nlcd1992_ha_21		hectare	real		area of zone classified as residential, low intensity in 1992	numeric	0	494.46		
buffer100m_nlcd1992_pct_21		dimensionless	real		dimensionless of zone classified as residential, low intensity in 1992 (percent)	numeric	0	89.52		
buffer100m_nlcd1992_ha_22		hectare	real		area of zone classified as residential, high intensity in 1992	numeric	0	220.86		
buffer100m_nlcd1992_pct_22		dimensionless	real		dimensionless of zone classified as residential, high intensity in 1992 (percent)	numeric	0	82.13		
buffer100m_nlcd1992_ha_23		hectare	real		area of zone classified as commercial/industrial/transportation in 1992	numeric	0	431.01		
buffer100m_nlcd1992_pct_23		dimensionless	real		dimensionless of zone classified as commercial/industrial/transportation in 1992 (percent)	numeric	0	93.45		
buffer100m_nlcd1992_ha_31		hectare	real		area of zone classified as bare rock/sand/clay in 1992	numeric	0	252.81		
buffer100m_nlcd1992_pct_31		dimensionless	real		dimensionless of zone classified as bare rock/sand/clay in 1992 (percent)	numeric	0	84.94		
buffer100m_nlcd1992_ha_32		hectare	real		area of zone classified as quarries/strip mines/gravel pits in 1992	numeric	0	152.46		
buffer100m_nlcd1992_pct_32		dimensionless	real		dimensionless of zone classified as quarries/strip mines/gravel pits in 1992 (percent)	numeric	0	99.5		
buffer100m_nlcd1992_ha_33		hectare	real		area of zone classified as transitional (barren) in 1992	numeric	0	191.25		
buffer100m_nlcd1992_pct_33		dimensionless	real		dimensionless of zone classified as transitional (barren) in 1992 (percent)	numeric	0	92.72		
buffer100m_nlcd1992_ha_41		hectare	real		area of zone classified as deciduous forest in 1992	numeric	0	7533.18		
buffer100m_nlcd1992_pct_41		dimensionless	real		dimensionless of zone classified as deciduous forest in 1992 (percent)	numeric	0	98.58		
buffer100m_nlcd1992_ha_42		hectare	real		area of zone classified as evergreen forest in 1992	numeric	0	2975.04		
buffer100m_nlcd1992_pct_42		dimensionless	real		dimensionless of zone classified as evergreen forest in 1992 (percent)	numeric	0	97.01		
buffer100m_nlcd1992_ha_43		hectare	real		area of zone classified as mixed forest in 1992	numeric	0	2263.14		
buffer100m_nlcd1992_pct_43		dimensionless	real		dimensionless of zone classified as mixed forest in 1992 (percent)	numeric	0	86.26		
buffer100m_nlcd1992_ha_51		hectare	real		area of zone classified as shrubland in 1992	numeric	0	119.07		
buffer100m_nlcd1992_pct_51		dimensionless	real		dimensionless of zone classified as shrubland in 1992 (percent)	numeric	0	86.49		
buffer100m_nlcd1992_ha_61		hectare	real		area of zone classified as orchards/vineyards/other in 1992	numeric	0	1.26		
buffer100m_nlcd1992_pct_61		dimensionless	real		dimensionless of zone classified as orchards/vineyards/other in 1992 (percent)	numeric	0	4.53		
buffer100m_nlcd1992_ha_71		hectare	real		area of zone classified as grasslands/herbaceous in 1992	numeric	0	359.1		
buffer100m_nlcd1992_pct_71		dimensionless	real		dimensionless of zone classified as grasslands/herbaceous in 1992 (percent)	numeric	0	80.24		
