attributeName	formatString	unit	numberType	definition	attributeDefinition	columnClasses	minimum	maximum	missingValueCode	missingValueCodeExplanation
hu8_zoneid			character	unique zone (HU8) identifier	unique zone (HU8) identifier	character	NA	NA		
hu8_canalditchdensity_sum_lengthm		meter	real		sum of all canals and ditches within the zone	numeric	0	6607998.26		
hu8_canalditchdensity_density_mperha		metersPerHectare	real		canal and ditch density defined as the sum of all canals and ditches within the zone divided by the area of the zone	numeric	0	16.98		
hu8_lakes_avgsize_ha		hectare	real		average surface area of lakes >= 4 ha in zone	numeric	4.23	1173449.9		
hu8_lakes_overlapping_area_ha		hectare	real		the sum of the area of lakes >= 4 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0.01	123762.06		
hu8_lakes_contributing_area_ha		hectare	real		the sum of the surface area of lakes >= 4 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	4.23	10571089.14		
hu8_lakes_overlapping_area_pct		dimensionless	real		the dimensionless of the area of lakes >= 4 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	41.28		
hu8_lakes_count		dimensionless	natural		count of lakes >= 4 ha in zone	numeric	1	1298		
hu8_lakes_isolated_avgsize_ha		hectare	real		average surface area of isolated lakes (no inlet or outlet) >= 4 ha in zone	numeric	4.07	58.68	NA	not available
hu8_lakes_isolated_overlapping_area_ha		hectare	real		the sum of the area of isolated lakes (no inlet or outlet) >= 4 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	18423.5		
hu8_lakes_isolated_contributing_area_ha		hectare	real		the sum of the surface area of isolated lakes (no inlet or outlet) >= 4 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	18423.5		
hu8_lakes_isolated_overlapping_area_pct		dimensionless	real		the dimensionless of the area of isolated lakes (no inlet or outlet) >= 4 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	3.73		
hu8_lakes_isolated_count		dimensionless	whole		count of isolated lakes (no inlet or outlet) >= 4 ha in zone	numeric	0	670		
hu8_lakes_headwater_avgsize_ha		hectare	real		average surface area of headwater lakes (no inflowing streams) >=4 ha in zone	numeric	4.02	16082.24	NA	not available
hu8_lakes_headwater_overlapping_area_ha		hectare	real		the sum of the area of headwater lakes (no inflowing streams) >= 4 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	6294.52		
hu8_lakes_headwater_contributing_area_ha		hectare	real		the sum of the surface area of headwater lakes (no inflowing streams) >= 4 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	32812.61		
hu8_lakes_headwater_overlapping_area_pct		dimensionless	real		the dimensionless of the area of headwater lakes (no inflowing streams) >= 4 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	1.23		
hu8_lakes_headwater_count		dimensionless	whole		count of headwater lakes (no inflowing streams) >= 4 ha in zone	numeric	0	288		
hu8_lakes_drstream_avgsize_ha		hectare	real		average surface area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes >= 10 ha) >= 4 ha in zone	numeric	4.12	1037.28	NA	not available
hu8_lakes_drstream_overlapping_area_ha		hectare	real		the sum of the area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes >=10 ha) >= 4 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	49581.81		
hu8_lakes_drstream_contributing_area_ha		hectare	real		the sum of the surface area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes >= 10 ha) >= 4 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	49581.81		
hu8_lakes_drstream_overlapping_area_pct		dimensionless	real		the dimensionless of the area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes >= 10 ha) >= 4 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	9.86		
hu8_lakes_drstream_count		dimensionless	whole		count of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes >= 10 ha) >= 4 ha in zone	numeric	0	322		
hu8_lakes_drlakestream_avgsize_ha		hectare	real		average surface area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake >= 10 ha) >=4 ha in zone	numeric	4.4	5786387.29	NA	not available
hu8_lakes_drlakestream_overlapping_area_ha		hectare	real		the sum of the area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 4 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	122484.49		
hu8_lakes_drlakestream_contributing_area_ha		hectare	real		the sum of the surface area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 4 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	10570602.07		
hu8_lakes_drlakestream_overlapping_area_pct		dimensionless	real		the dimensionless of the area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake >= 10 ha) >= 4 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	41.26		
hu8_lakes_drlakestream_count		dimensionless	whole		count of all DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 4 ha in zone	numeric	0	466		
hu8_lakes_lakes4to10ha_avgsize_ha		hectare	real		average surface area of lakes > 4 ha and < 10 ha in zone	numeric	4.23	7.44	NA	not available
hu8_lakes_lakes4to10ha_overlapping_area_ha		hectare	real		the sum of the area of lakes > 4 ha and < 10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	3142.76		
hu8_lakes_lakes4to10ha_contributing_area_ha		hectare	real		the sum of the surface area of lakes > 4 ha and < 10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	3176.36		
hu8_lakes_lakes4to10ha_overlapping_area_pct		dimensionless	real		the dimensionless of the area of lakes > 4 ha and < 10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	0.56		
hu8_lakes_lakes4to10ha_count		dimensionless	whole		count of lakes > 4 ha and < 10 ha in zone	numeric	0	513		
hu8_lakes_lakes4to10ha_isolated_avgsize_ha		hectare	real		average surface area of isolated lakes (no inlet or outlet) > 4 ha and < 10 ha in zone	numeric	4.07	9.79	NA	not available
hu8_lakes_lakes4to10ha_isolated_overlapping_area_ha		hectare	real		the sum of the area of isolated lakes (no inlet or outlet) > 4 ha and < 10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	2112.6		
hu8_lakes_lakes4to10ha_isolated_contributing_area_ha		hectare	real		the sum of the surface area of isolated lakes (no inlet or outlet) > 4 ha and < 10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	2112.6		
hu8_lakes_lakes4to10ha_isolated_overlapping_area_pct		dimensionless	real		the dimensionless of the area of isolated lakes (no inlet or outlet) > 4 ha and < 10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	0.45		
hu8_lakes_lakes4to10ha_isolated_count		dimensionless	whole		count of isolated lakes (no inlet or outlet)> 4 ha and < 10 ha in zone	numeric	0	330		
hu8_lakes_lakes4to10ha_headwater_avgsize_ha		hectare	real		average surface area of headwater lakes (no inflowing streams)> 4 ha and < 10 ha in zone	numeric	4.02	9.7	NA	not available
hu8_lakes_lakes4to10ha_headwater_overlapping_area_ha		hectare	real		the sum of the area of headwater lakes (no inflowing streams) > 4 ha and < 10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	894.7		
hu8_lakes_lakes4to10ha_headwater_contributing_area_ha		hectare	real		the sum of the surface area of headwater lakes (no inflowing streams) > 4 ha and < 10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	894.7		
hu8_lakes_lakes4to10ha_headwater_overlapping_area_pct		dimensionless	real		the dimensionless of the area of headwater lakes (no inflowing streams) > 4 ha and < 10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	0.13		
hu8_lakes_lakes4to10ha_headwater_count		dimensionless	whole		count of headwater lakes (no inflowing streams) > 4 ha and < 10 ha in zone	numeric	0	150		
