attributeName	formatString	unit	numberType	definition	attributeDefinition	columnClasses	minimum	maximum	missingValueCode	missingValueCodeExplanation
hu8_zoneid			character	the unique identifier for the zone	the unique identifier for the zone	character	NA	NA		
hu8_canopy2001_min		dimensionless	whole		minimum tree canopy cover within the zone in 2001	numeric	0	0		
hu8_canopy2001_max		dimensionless	natural		maximum tree canopy cover within the zone in 2001	numeric	95	100		
hu8_canopy2001_mean		dimensionless	real		mean tree canopy cover within the zone in 2001	numeric	0.51	88.82		
hu8_canopy2001_std		dimensionless	real		standard deviation of tree canopy cover within the zone in 2001	numeric	5.44	45.82		
hu8_damdensity_pointcount		dimensionless	whole		number of dams in zone	numeric	0	230		
hu8_damdensity_pointsperha		numberPerHectare	real		dam density in zone, calculated as the number of dams divided by the area of the zone	numeric	0	0.89		
hu8_damdensity_pointspersqkm		numberPerKilometerSquared	real		dam density in zone, calculated as the number of dams divided by the area of the zone	numeric	0	0.14		
hu8_nlcd1992_ha_0		hectare	real		area of zone with no land use/land cover data in 1992	numeric	0	1867.5		
hu8_nlcd1992_pct_0		dimensionless	real		percent of zone with no land use/land cover data in 1992	numeric	0	1.25		
hu8_nlcd1992_ha_11		hectare	real		area of zone classified as open water in 1992	numeric	13.14	505469.43		
hu8_nlcd1992_pct_11		dimensionless	real		percent of zone classified as open water in 1992	numeric	0.04	47.18		
hu8_nlcd1992_ha_21		hectare	real		area of zone classified as residential, low intensity in 1992	numeric	0	108113.49		
hu8_nlcd1992_pct_21		dimensionless	real		percent of zone classified as residential, low intensity in 1992	numeric	0	35.68		
hu8_nlcd1992_ha_22		hectare	real		area of zone classified as residential, high intensity in 1992	numeric	0	58810.95		
hu8_nlcd1992_pct_22		dimensionless	real		percent of zone classified as residential, high intensity in 1992	numeric	0	34.63		
hu8_nlcd1992_ha_23		hectare	real		area of zone classified as commercial/industrial/transportation in 1992	numeric	0.09	28792.53		
hu8_nlcd1992_pct_23		dimensionless	real		percent of zone classified as commercial/industrial/transportation in 1992	numeric	0	15.66		
hu8_nlcd1992_ha_31		hectare	real		area of zone classified as bare rock/sand/clay in 1992	numeric	0	9567.81		
hu8_nlcd1992_pct_31		dimensionless	real		percent of zone classified as bare rock/sand/clay in 1992	numeric	0	3.07		
hu8_nlcd1992_ha_32		hectare	real		area of zone classified as quarries/strip mines/gravel pits in 1992	numeric	0	18257.85		
hu8_nlcd1992_pct_32		dimensionless	real		percent of zone classified as quarries/strip mines/gravel pits in 1992	numeric	0	4.41		
hu8_nlcd1992_ha_33		hectare	real		area of zone classified as transitional (barren) in 1992	numeric	0	31993.65		
hu8_nlcd1992_pct_33		dimensionless	real		percent of zone classified as transitional (barren) in 1992	numeric	0	8.29		
hu8_nlcd1992_ha_41		hectare	real		area of zone classified as deciduous forest in 1992	numeric	615.96	428946.03		
hu8_nlcd1992_pct_41		dimensionless	real		percent of zone classified as deciduous forest in 1992	numeric	0.56	78.91		
hu8_nlcd1992_ha_42		hectare	real		area of zone classified as evergreen forest in 1992	numeric	0	283218.21		
hu8_nlcd1992_pct_42		dimensionless	real		percent of zone classified as evergreen forest in 1992	numeric	0	42.27		
hu8_nlcd1992_ha_43		hectare	real		area of zone classified as mixed forest in 1992	numeric	0.45	253909.62		
hu8_nlcd1992_pct_43		dimensionless	real		percent of zone classified as mixed forest in 1992	numeric	0	43.68		
hu8_nlcd1992_ha_51		hectare	real		area of zone classified as shrubland in 1992	numeric	0	16432.02		
hu8_nlcd1992_pct_51		dimensionless	real		percent of zone classified as shrubland in 1992	numeric	0	3.29		
hu8_nlcd1992_ha_61		hectare	real		area of zone classified as orchards/vineyards/other in 1992	numeric	0	479.79		
hu8_nlcd1992_pct_61		dimensionless	real		percent of zone classified as orchards/vineyards/other in 1992	numeric	0	0.1		
hu8_nlcd1992_ha_71		hectare	real		area of zone classified as grasslands/herbaceous in 1992	numeric	0	53798.85		
hu8_nlcd1992_pct_71		dimensionless	real		percent of zone classified as grasslands/herbaceous in 1992	numeric	0	11.11		
hu8_nlcd1992_ha_81		hectare	real		area of zone classified as pasture/hay in 1992	numeric	0.18	393764.49		
hu8_nlcd1992_pct_81		dimensionless	real		percent of zone classified as pasture/hay in 1992	numeric	0	59.44		
hu8_nlcd1992_ha_82		hectare	real		area of zone classified as row crops in 1992	numeric	21.69	642575.25		
hu8_nlcd1992_pct_82		dimensionless	real		percent of zone classified as row crops in 1992	numeric	0.01	90.72		
hu8_nlcd1992_ha_83		hectare	real		area of zone classified as small grains  in 1992	numeric	0	60258.06		
hu8_nlcd1992_pct_83		dimensionless	real		percent of zone classified as small grains in 1992	numeric	0	16.85		
