attributeName	formatString	unit	numberType	definition	attributeDefinition	columnClasses	minimum	maximum	missingValueCode	missingValueCodeExplanation
hu12_zoneid			character	unique zone (HU12) identifier	unique zone (HU12) identifier	character	NA	NA		
hu12_canalditchdensity_sum_lengthm		meter	real		sum of all canals and ditches within the zone	numeric	0	393781.69	NA	not available
hu12_canalditchdensity_density_mperha		metersPerHectare	real		canal and ditch density defined as the sum of all canals and ditches within the zone divided by the area of the zone	numeric	0	39.9	NA	not available
hu12_lakes_avgsize_ha		hectare	real		average surface area of lakes >= 4 ha in zone	numeric	4	8213881.22	NA	not available
hu12_lakes_overlapping_area_ha		hectare	real		the sum of the area of lakes >= 4 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	66707.73	NA	not available
hu12_lakes_contributing_area_ha		hectare	real		the sum of the surface area of lakes >= 4 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	10570436.85	NA	not available
hu12_lakes_overlapping_area_pct		dimensionless	real		the percent of the area of lakes >= 4 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	99.74	NA	not available
hu12_lakes_count		dimensionless	whole		count of lakes >= 4 ha in zone	numeric	0	86	NA	not available
hu12_lakes_isolated_avgsize_ha		hectare	real		average surface area of isolated lakes (no inlet or outlet) >= 4 ha in zone	numeric	4	1027.66	NA	not available
hu12_lakes_isolated_overlapping_area_ha		hectare	real		the sum of the area of isolated lakes (no inlet or outlet) >= 4 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	1460.15	NA	not available
hu12_lakes_isolated_contributing_area_ha		hectare	real		the sum of the surface area of isolated lakes (no inlet or outlet) >= 4 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	1460.15	NA	not available
