attributeName	formatString	unit	numberType	definition	attributeDefinition	columnClasses	minimum	maximum	missingValueCode	missingValueCodeExplanation
county_zoneid			character	the unique identifier for the zone	the unique identifier for the zone	character	NA	NA		
county_canopy2001_min		dimensionless	whole		minimum tree canopy cover within the zone in 2001  (percent)	numeric	0	0		
county_canopy2001_max		dimensionless	natural		maximum tree canopy cover within the zone in 2001  (percent)	numeric	92	100		
county_canopy2001_mean		dimensionless	real		mean tree canopy cover within the zone in 2001 (percent)	numeric	0.27	87.1		
county_canopy2001_std		dimensionless	real		standard deviation of tree canopy cover within the zone in 2001 (percent)	numeric	3.81	46.05		
county_damdensity_pointcount		dimensionless	whole		number of dams in zone	numeric	0	425		
county_damdensity_pointsperha		numberPerHectare	real		dam density in zone, calculated as the number of dams divided by the area of the zone	numeric	0	0.91		
county_damdensity_pointspersqkm		numberPerKilometerSquared	real		dam density in zone, calculated as the number of dams divided by the area of the zone	numeric	0	0.13		
county_nlcd1992_ha_0		hectare	real		area of zone with no land use/land cover data in 1992	numeric	0	1841.94		
county_nlcd1992_pct_0		dimensionless	real		percent of zone with no land use/land cover data in 1992	numeric	0	0.44		
county_nlcd1992_ha_11		hectare	real		area of zone classified as open water in 1992	numeric	12.69	143513.37		
county_nlcd1992_pct_11		dimensionless	real		percent of zone classified as open water in 1992	numeric	0.02	57.56		
county_nlcd1992_ha_21		hectare	real		area of zone classified as residential, low intensity in 1992	numeric	19.62	90866.34		
county_nlcd1992_pct_21		dimensionless	real		percent of zone classified as residential, low intensity in 1992	numeric	0.01	53.24		
county_nlcd1992_ha_22		hectare	real		area of zone classified as residential, high intensity in 1992	numeric	0.18	88066.62		
county_nlcd1992_pct_22		dimensionless	real		percent of zone classified as residential, high intensity in 1992	numeric	0	64.4		
county_nlcd1992_ha_23		hectare	real		area of zone classified as commercial/industrial/transportation in 1992	numeric	12.06	39009.42		
county_nlcd1992_pct_23		dimensionless	real		percent of zone classified as commercial/industrial/transportation in 1992	numeric	0.01	61.07		
county_nlcd1992_ha_31		hectare	real		area of zone classified as bare rock/sand/clay in 1992	numeric	0	5228.64		
county_nlcd1992_pct_31		dimensionless	real		percent of zone classified as bare rock/sand/clay in 1992	numeric	0	8.23		
county_nlcd1992_ha_32		hectare	real		area of zone classified as quarries/strip mines/gravel pits in 1992	numeric	0	25472.43		
county_nlcd1992_pct_32		dimensionless	real		percent of zone classified as quarries/strip mines/gravel pits in 1992	numeric	0	4.65		
county_nlcd1992_ha_33		hectare	real		area of zone classified as transitional (barren) in 1992	numeric	0	56818.71		
county_nlcd1992_pct_33		dimensionless	real		percent of zone classified as transitional (barren) in 1992	numeric	0	5.36		
county_nlcd1992_ha_41		hectare	real		area of zone classified as deciduous forest in 1992	numeric	275.85	447713.19		
county_nlcd1992_pct_41		dimensionless	real		percent of zone classified as deciduous forest in 1992	numeric	0.53	80		
county_nlcd1992_ha_42		hectare	real		area of zone classified as evergreen forest in 1992	numeric	0	401695.47		
county_nlcd1992_pct_42		dimensionless	real		percent of zone classified as evergreen forest in 1992	numeric	0	39.38		
county_nlcd1992_ha_43		hectare	real		area of zone classified as mixed forest in 1992	numeric	0	643137.75		
county_nlcd1992_pct_43		dimensionless	real		percent of zone classified as mixed forest in 1992	numeric	0	41.17		
