attributeName	formatString	unit	numberType	definition	attributeDefinition	columnClasses	minimum	maximum	missingValueCode	missingValueCodeExplanation
iws_nhdid			character	the "Permanent_identifier" from the NHD, but is called the NHDID in LAGOS-NE	the "Permanent_identifier" from the NHD, but is called the NHDID in LAGOS-NE	character	NA	NA		
iws_canalditchdensity_sum_lengthm		meter	real		sum of all canals and ditches within the zone	numeric	0	7406506.17	NA	not available
iws_canalditchdensity_density_mperha		metersPerHectare	real		canal and ditch density defined as the sum of all canals and ditches within the zone divided by the area of the zone	numeric	0	190.98	NA	not available
iws_lakes_avgsize_ha		hectare	real		average surface area of lakes >= 4 ha in zone	numeric	4.01	2737993.11	NA	not available
iws_lakes_overlapping_area_ha		hectare	real		the sum of the area of lakes >= 4 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	1096.97	NA	not available
iws_lakes_contributing_area_ha		hectare	real		the sum of the surface area of lakes >= 4 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	8214817.34	NA	not available
iws_lakes_overlapping_area_pct		dimensionless	real		the percent of the area of lakes >= 4 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	100	NA	not available
iws_lakes_count		dimensionless	whole		count of lakes >= 4 ha in zone	numeric	0	404	NA	not available
iws_lakes_isolated_avgsize_ha		hectare	real		average surface area of isolated lakes (no inlet or outlet) >= 4 ha in zone	numeric	4.02	825.87	NA	not available
iws_lakes_isolated_overlapping_area_ha		hectare	real		the sum of the area of isolated lakes (no inlet or outlet) >= 4 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	825.87	NA	not available
iws_lakes_isolated_contributing_area_ha		hectare	real		the sum of the surface area of isolated lakes (no inlet or outlet) >= 4 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	1681.5	NA	not available
