attributeName	formatString	unit	numberType	definition	attributeDefinition	columnClasses	minimum	maximum	missingValueCode	missingValueCodeExplanation
hu4_zoneid			character	the unique identifier for the zone	the unique identifier for the zone	character	NA	NA		
hu4_canopy2001_min		dimensionless	whole		minimum tree canopy cover within the zone in 2001	numeric	0	0		
hu4_canopy2001_max		dimensionless	natural		maximum tree canopy cover within the zone in 2001	numeric	97	100		
hu4_canopy2001_mean		dimensionless	real		mean tree canopy cover within the zone in 2001	numeric	1.05	72.69		
hu4_canopy2001_std		dimensionless	real		standard deviation of tree canopy cover within the zone in 2001	numeric	8.1	42.71		
hu4_damdensity_pointcount		dimensionless	natural		number of dams in zone	numeric	4	934		
hu4_damdensity_pointsperha		numberPerHectare	real		dam density in zone, calculated as the number of dams divided by the area of the zone	numeric	0	0.55		
hu4_damdensity_pointspersqkm		numberPerKilometerSquared	real		dam density in zone, calculated as the number of dams divided by the area of the zone	numeric	0	0.06		
hu4_nlcd1992_ha_0		hectare	real		area of zone with no land use/land cover data in 1992	numeric	0	1889.1		
hu4_nlcd1992_pct_0		dimensionless	real		percent of zone with no land use/land cover data in 1992	numeric	0	0.06		
hu4_nlcd1992_ha_11		hectare	real		area of zone classified as open water in 1992	numeric	6944.13	686954.52		
hu4_nlcd1992_pct_11		dimensionless	real		percent of zone classified as open water in 1992	numeric	0.68	34.48		
hu4_nlcd1992_ha_21		hectare	real		area of zone classified as residential, low intensity in 1992	numeric	1281.42	337880.52		
hu4_nlcd1992_pct_21		dimensionless	real		percent of zone classified as residential, low intensity in 1992	numeric	0.06	21.5		
hu4_nlcd1992_ha_22		hectare	real		area of zone classified as residential, high intensity in 1992	numeric	242.46	140064.93		
hu4_nlcd1992_pct_22		dimensionless	real		percent of zone classified as residential, high intensity in 1992	numeric	0.01	8.58		
hu4_nlcd1992_ha_23		hectare	real		area of zone classified as commercial/industrial/transportation in 1992	numeric	1245.42	108995.49		
hu4_nlcd1992_pct_23		dimensionless	real		percent of zone classified as commercial/industrial/transportation in 1992	numeric	0.22	5.48		
hu4_nlcd1992_ha_31		hectare	real		area of zone classified as bare rock/sand/clay in 1992	numeric	0	11942.01		
hu4_nlcd1992_pct_31		dimensionless	real		percent of zone classified as bare rock/sand/clay in 1992	numeric	0	1.04		
hu4_nlcd1992_ha_32		hectare	real		area of zone classified as quarries/strip mines/gravel pits in 1992	numeric	17.55	43295.49		
hu4_nlcd1992_pct_32		dimensionless	real		percent of zone classified as quarries/strip mines/gravel pits in 1992	numeric	0.01	1.05		
hu4_nlcd1992_ha_33		hectare	real		area of zone classified as transitional (barren) in 1992	numeric	0	63079.83		
hu4_nlcd1992_pct_33		dimensionless	real		percent of zone classified as transitional (barren) in 1992	numeric	0	3.34		
hu4_nlcd1992_ha_41		hectare	real		area of zone classified as deciduous forest in 1992	numeric	17368.74	3479589.18		
hu4_nlcd1992_pct_41		dimensionless	real		percent of zone classified as deciduous forest in 1992	numeric	1.51	57.63		
hu4_nlcd1992_ha_42		hectare	real		area of zone classified as evergreen forest in 1992	numeric	0	626048.46		
