attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
OBJECTID	AutoNumb used for ArcMAP	numeric	number		999	Missing value
SiteID	"Site ID, often concatenated field using Project Code and Plot ID"	character			999	Missing value
SiteID_Short	Short SiteID for site specific maps	character			999	Missing value
SiteID_fld	Original field ID	character			999	Missing value
SiteID_Yr	Concatenated field using Project Code and Plot ID	character			999	Missing value
Project	Project short name	character			999	Missing value
Date	Date of field work	Date		MM/DD/YYYY	999	Missing value
Time	"Time, 2Long Integerhr"	character			999	Missing value
Year	Year of project	numeric	nominalYear		999	Missing value
ObservEnv	Observer for environmental information	character			999	Missing value
ObservVeg	Vegetation species and structure observer initials	character			999	Missing value
ObservSoil	Environmental Variable observer initials	character			999	Missing value
ObservWat	Initials of observer taking soil and surface water samples	character			999	Missing value
ObservDLog	Initials of observer taking microclimate datalogger measurements	character			999	Missing value
ObservOther	Initials of other observers	character			999	Missing value
LocEcoregion	Ecoregion based on Nowacki et al. 200Yes/No Checkbox	character			999	Missing value
LocLandmark	Geographic landmark description	character			999	Missing value
LocCode	Two to Four letter study area identification code	character			999	Missing value
LatWGS84	"usually WGS84, units decimal degrees, but may be different if specified in ElevMethod"	numeric	degree		999	Missing value
LonWGS84	"usually WGS84, units decimal degrees, but may be different if specified in ElevMethod"	numeric	degree		999	Missing value
ElevEllip	"Elevation (m), Ellipsoid Ht NAD83, typical of raw gps data"	numeric	meter		999	Missing value
LatNAD83_11	"Latitude, NAD83, units decimal degrees, used for special map positioning"	numeric	degree		999	Missing value
LonNAD83_11	"Longitude, NAD83, units decimal degrees, used for special map positioning"	numeric	degree		999	Missing value
ElevOrtho	"Elevation (m), Orthometric Ht NAVD88, typically derived from DPGS data and leveling"	numeric	meter		999	Missing value
ElevMeth	"Method for determining elevation: RecrGPS, DGPS, Level"	character			999	Missing value
PlotType	"Plot type: MI=Monitoring Intensive, MS+Monitoring Single Parameter, SI-Survey Soil-Veg, SR=rapid/recon soil-veg,  V=Verification map, A=Air survey)"	character			999	Missing value
PlotSize	"Plot size, radius or Length X Width in meters"	character			999	Missing value
PlotPhotos	"Plot photos taken, y,n, or number of photos"	character			999	Missing value
PlotVegID	SiteId for Veg plot	character			999	Missing value
PlotSoilID	SiteID for soil sampling	character			999	Missing value
PlotWatID	Station ID for water level measurement	character			999	Missing value
PlotDlogID	Station ID for datalogger	character			999	Missing value
Treatment	Experimental treatment or grouping factor	character			999	Missing value
TreatAggr	Aggregated treatments for analysis	character			999	Missing value
Physiog	"Physiography, see reference codes"	character			999	Missing value
Slope	"Slope (degrees), 999 for no data"	numeric	degree		999	Missing value
Aspect	"Aspect (degrees), if slope = 0, aspect also = 0 (not north), 999 for no data"	numeric	degree		999	Missing value
GeomSurfFld	"Field, original from source material, for geomorphic unit"	character			999	Missing value
GeomSurfFnl	Final Revised Codes	character			999	Missing value
GeomSurfAlt	"Alternative geomorph class, when they are cutpoint problems"	character			999	Missing value
GeomSubFld	"Subsurface geomorphic unit, Field Codes"	character			999	Missing value
GeomSubFnl	"Subsurface geomorphic unit, Final Revised Codes"	character			999	Missing value
GeomDom	"Dominant geomorphic unit in multi-layered system that best represents site characteristics, see final revised codes"	character			999	Missing value
GeomAggr	"Geomorphic unit aggregated to generalize classes, similar to generalized geology"	character			999	Missing value
TopoMacro	"Macrotopography, see reference codes"	character			999	Missing value
TopoMicro	"Microtopography, see reference codes"	character			999	Missing value
TopoRelief	"measurement of typical height range of microtopographic features in cm, 999 for no data"	numeric	centimeter		999	Missing value
TkarstType	"Thermokarst type, see reference table"	character			999	Missing value
TKarstStage	"Thermokarst or degradation stage, see reference table"	character			999	Missing value
SurfRockPct	"% cover of surface frags, 999 for no data"	numeric	dimensionless		999	Missing value
